NDPI,NDBI,NORMALIZED_NDBI,NORMALIZED_VV,NORMALIZED_VH,RBR_NDBI,RBR_VV,RBR_VH,Burn_Classification
-0.13541666666659616,-0.1027027027026472,-0.4538701691378575,-0.07777778,-0.25,0.37563865248830985,0.8556701030919014,0.5999999999996471,Not_Burned
0.18055555555543018,0.06249999999996094,-1.0,0.50442475,-0.34210527,0.0,3.035714285703444,0.4901960784310522,Not_Burned
0.1288888888888316,0.20379146919421623,-1.0,1.0,0.16666667,0.0,10.0,1.3999999999976667,Not_Burned
0.4459459459456447,0.7983193277304216,1.0,0.38064516,-0.7837838,0.0,2.2291666666620227,0.12121212121199877,Not_Burned
0.4010695187163631,0.679487179486744,1.0,0.19634703,-0.75728154,0.0,1.488636363634672,0.13812154696124967,Not_Burned
-0.25203252032499834,-0.17857142857126912,-0.6134926212891573,0.53333336,-0.18518518,0.23954703835966434,3.2857142856908164,0.6874999999992838,Not_Burned
-0.7142857142854051,-0.7092511013212734,0.04359099011821964,-0.19512194,-0.08705882,1.0911555406625266,0.6734693877537276,0.8398268398264763,Not_Burned
-0.23144104803483345,-0.28455284552833965,0.13232790078057294,0.25714287,0.32217574,1.3050182231949783,1.6923076923044378,1.950617283948209,Not_Burned
-0.15902964959564447,-0.034055727554169024,-0.849390092296338,0.4181818,0.03405573,0.08143760938817628,2.4374999999961915,1.0705128205121344,Not_Burned
-0.2774193548385307,-0.1039999999999168,-0.16240451683737384,-0.19424461,-0.23333333,0.7205714290704767,0.6746987951799099,0.6216216216210616,Not_Burned
-0.06586826347303418,-0.03703703703702561,-1.0,0.12230216,0.2086331,0.0,1.2786885245891157,1.527272727271339,Not_Burned
0.2130177514792269,0.12021857923493984,-1.0,0.3442623,0.059210528,0.0,2.04999999999795,1.1258741258733387,Not_Burned
0.7234042553183794,0.4862385321096456,1.0,-0.074285716,-0.5912409,0.0,0.8617021276586577,0.25688073394471844,Not_Burned
-0.5404255319146637,-0.4905660377356177,0.3847729601090052,-0.060869563,0.24901186,2.250832409468188,0.885245901637893,1.6631578947350913,Not_Burned
0.3831775700932789,0.4028436018955437,-0.006359300476000171,0.2542373,0.26,0.9873617691106122,1.6818181818162705,1.7027027026981008,Not_Burned
-0.07865168539317005,-0.16326530612228238,0.2894137146364126,-0.6238532,-0.5762082,1.8145772614906064,0.23163841807896518,0.2688679245281751,Not_Burned
-0.06315789473680887,0.15584415584405467,1.0,0.30882353,0.10169491,0.0,1.8936170212725667,1.2264150943373087,Not_Burned
-0.04693140794222132,0.04761904761902872,-1.0,-0.2,-0.2920354,0.0,0.66666666666633,0.5479452054792019,Not_Burned
-0.2869565217390057,-0.27753303964745485,0.47935779829290515,-0.083798885,0.102661595,2.841409694539088,0.8453608247413965,1.2288135593209926,Not_Burned
0.27402135231306973,0.2785714285713291,1.0,0.108359136,-0.4093567,0.0,1.2430555555546925,0.41908713692928673,Not_Burned
-0.7887323943656418,-0.7887323943656418,0.736434108608116,-0.78571427,-0.11188811,6.588235299618441,0.119999999999904,0.7987421383642775,Not_Burned
0.07142857142855018,0.034482758620679746,-1.0,0.49377593,0.2398524,0.0,2.9508196721263102,1.6310679611634649,Not_Burned
-0.06382978723401993,-0.011235955056175568,-1.0,-0.18012422,0.09311741,0.0,0.6947368421048975,1.2053571428560665,Not_Burned
-0.060109289617453494,0.03614457831323124,-1.0,0.19444445,-0.2195122,0.0,1.4827586206870986,0.639999999999488,Not_Burned
-0.11486486486482607,0.0693877551020125,-1.0,0.36458334,-0.2137931,0.0,2.1475409836030366,0.6477272727269048,Not_Burned
0.1603773584904904,0.28124999999985356,0.1986340352450499,-0.061068702,-0.15853658,1.4957386355680358,0.8848920863302987,0.7263157894729196,Not_Burned
-0.7422680412367308,-0.7354497354493463,0.8875243454936652,-0.6551724,0.11186441,10.0,0.20833333333315973,1.2519083969456093,Not_Burned
-0.32075471698082947,-0.5688622754487612,1.0,-0.26530612,0.36458334,0.0,0.580645161289386,2.1475409836030366,Not_Burned
-0.9444444444440697,-0.9303482587060049,0.5850937678920916,-0.825,0.2356688,3.820366255406065,0.09589041095877275,1.6166666666653193,Not_Burned
0.442786069651521,0.3302752293576467,-0.10292229855878038,0.11111111,0.19672132,0.8133643706063316,1.2499999999989224,1.4897959183643066,Not_Burned
0.1165644171778426,0.1234567901233806,-0.5516261445162369,-0.2510288,0.07575758,0.2889702889026082,0.598684210525922,1.1639344262276001,Not_Burned
-0.2421052631576399,-0.32075471698082947,-0.11473745287371875,-0.4965035,-0.5652174,0.7941444374114458,0.3364485981305267,0.27777777777766754,Not_Burned
